|Nom|Format|Description|Prix/QTE|Prix
344|Infusion aide minceur au thé vert saveur citron|La boite de 24 sachets 36g|[Origine : FRANCE, Floressance a mis au point une synergie de 2 plantes aromatisée au citron : le thé aide minceur. Ces plantes aident à affiner la silhouette de façon 100% naturelle., Pour profiter pleinement des vertus des plantes, laissez infuser 5 à 10 min dans de l'eau préalablement portée à ébullition. Consommer 3 à 4 sachets tout au long de la journée. Tenir hors de portée des enfants., Feuille de thÍ vert 62%, feuille d'orthosiphon 32%, ar«me naturel de citron 5,5%, citron en morceaux 0.5%, A conserver à l'abri de la chaleur et de l'humidité.]|"
0,14€ / Pce"|"
3,45 €"
345|Infusion ventre plat/digestion, menthe, fucus, réglisse.|La boîte de 20 + 4 sachets grat.|[Origine : FRANCE, Délicieusement aromatisées à la menthe, ces 3 plantes aident à limiter les inconforts digestifs tels que les ballonnements et favoriser le transit, de façon 100% naturelle., Pour profiter pleinement des vertus des plantes, laisser infuser 10 min dans de l'eau préalablement portée à ébullition. Consommer 1 à 3 tasses par jour, tout au long de la journée. Tenir hors de la portée des enfants., Feuille de menthe poivrÍe 45%, thalle de Fucus 42%, racine de rÍglisse 13%, Conserver à l'abri de la chaleur et de l'humidité.]|"
0,14€ / Pce"|"
3,47 €"
346|Stimulant minceur, Café vert, Thé vert, Guarana|La boite de 45gélules|[Origine : FRANCE, Votre objectif : stocker moins et brûler plus de calories, de façon naturelle ? Expert des bienfaits de la nature et des plantes, Floressance a mis au point un concentré de café vert et de guarana., Selon votre besoin, à prendre en programme de fond de 45 jours (1 gélule le matin) ou intensif de 15 jours (3 gélules par jour). Avaler avec un verre d'eau. A consommer dans le cadre d'un mode de vie sain et associer à une alimentation variée et équilibrée. Ne pas dépasser les doses recommandées. Tenir hors de portée des enfants. Déconseillé aux femmes enceintes ou allaitant. Ne pas prendre à jeun., Poudre de : thé vert 31,6% (feuille), café vert 26,4% (graine), guarana 18,4% (graine), gélule végétale (dérivé de cellulose : E464)., A conserver à l'abri de la chaleur et de l'humidité.]|"
0,14€ / Pce"|"
6,38 €"
347|Thé aide minceur|Les 20 sachets fraîcheur de 1,5g|[Origine : FRANCE, Expert des actifs végétaux naturels, Floressance a mis au point un thé actif à l'efficacité aide minceur prouvée.Cette synergie de 2 plantes, délicieusement aromatisée au citron, aide à affiner la silhouette de façon 100% naturelle., Pou profiter pleinement des vertus des plantes, laissez infuser 5 à 10 minutes dans de l'eau préalablement portée à ébullition. Consommer 3 à 4 sachets tout au long de la journée. Ne remplace pas une alimentation variée et équilibrée. Déconseillée aux femmes enceintes ou allaitant. Tenir hors de la portée des enfants., feuille de thé vert 62%, feuille d'orthosiphon 32%, arôme naturel citron 5,5%, citron en morceaux 0,5%., A conserver à l'abri de la chaleur et de l'humidité]|"
0,17€ / Pce"|"
3,49 €"
348|Ventre plat, Argile, Fucus, Anis vert|La boite de 45gélules|[Origine : FRANCE, Votre objectif : retrouver un ventre plat, de façon naturelle ? Expert des bienfaits de la nature et des plantes, Floressance a mis au point un concentré d'argile, de fucus et d'anis vert., Selon votre besoin, à prendre en programme de fond de 3 semaines ou intensif de 9 jours. A consommer dans le cadre d'un mode de vie sain et associer à une alimentation variée et équilibrée. Ne pas dépasser les doses recommandées. Tenir hors de portéedes enfants. Déconseillé aux femmes enceintes ou allaitant. A prendre à distance des médicaments., Poudres de : fucus 29,5% (thalle), agrile montmorillonite 23,6% et anis vert 13,8% (graine), amidon de maïs, gélule végétale (dérivé de cellulose : E464)., Conserver à l'abri de la chaleur et de l'humidité.]|"
256,22€ / Kg"|"
6,38 €"
349|Déstockant jour & nuit, cure 2 semaines, comprimés|La boîte de 28 comprimés|[Origine : FRANCE, Pour les femmes qui souhaitent s'attaquer à leur surcharge lipidique par une prise en compte des rythmes biologiques et plus particulièrement en stimulant les phases d'activité de leur organisme et en prévenant le stockage dans les cellules. Retrouvez le plan Déstockant jour & nuit à l'intérieur de ce pack, ou sur le site : www-gerlinea-fr un programme nutritionnel adapté, des conseils pratiques et des exercices physiques faciles et efficaces., 1 comprimé jour le matin, avant le petit déjeuner ; 1 comprimé nuit le soir au cours du repas.  Réservé à l'adulte; ne pas laisser à la portée des jeunes enfants. Concentration en caféine n'ayant pas d'incidence sur le sommeil. Déconseillé aux femmesenceintes ou allaitantes. Ne pas dépasser la dose journalière conseillée. A intégrer dans le cadre d'un régime alimentaire équilibré., Déstockant jour: supports (phosphate de calcium dibasique, cellulose, Maltodextrine, Carboxyméthylcellule de sodium réticulée), Nopal feuilles (110mg), Extrait sec de feuilles de Maté (66,7mg), Extrait sec de gingembre rhizome (24,7mg), Antiagglomérant: sels de magnésium d'acides gras. Enrobage: Supports (E463, E464, E553b, E555), colorants (E171, E122, E133, E172). Déstockant nuit: Supports (phosphate de calcium dibasique, cellulose), Extraits secs de grain de café vert (200mg) dont Svetol (100mg), Cacao riche en polyphénols (60mg), Antiagglomérants: (dioxyde de Silicium, sels de magnésium d'acides gras). Enrobage: Supports (E463, E464, E555, E466, Dextrine et Dextrose de blé), colorants (E171, E122, E132, E110), Emulsifiant: lécithine deSoja, correcteur d'acidité: E331C.]|"
0,28€ / Pce"|"
7,92 €"
350|Draineur express, cure de 10 jours|Le flacon de 500ml|[Origine : FRANCE, Le Draineur Express Gerlinéa : une formule minceur concentrée pour aider à réduire la rétention d'eau, les gonflements et déstocker les graisses., Mélanger un bouchon à 1 ou 1,5 I d'eau et consommer tout au long de la journée. Plan de 10 jours, renouvelable si nécessaire. Bien agiter avant l'emploi. L'aspect trouble est dû à une teneur en plantes élevée. Réservé à l'adulte. Ne pas laisser à laportée des jeunes enfants. Ne convient pas aux femmes enceintes ou allaitantes. Ne pas dépasser la dose journalière conseillée. A intégrer dans le cadre d'un régime alimentaire varié, équilibré et d'un mode de vie sain., Composition pour un bouchon doseur de 50ml soit pour 1 litre de boisson reconstituée : eau, extrait aqueux de 7 plantes (8400mg) (feuilles de thé vert (2500mg), racine de bardane (2100mg), sommité fleurie de reine des prés (2000mg), sommité fleurie de lamier blanc (1000mg), racine de chicorée (600mg), graine de café vert (100mg), baie de cassis (100mg)), stabilisant : glycérol d'origine végétale, arôme naturel cassis, jus concentré de citron, conservateurs : sorbate de potassium et benzoate de sodium, édulcorants : aspartame et acésulfame de potassium, antimoussant : E900. Contient de la phénylalanine., Conserver au frais après ouverture. A consommer dans les 30 jours suivant l'ouverture.]|"
15,84€ / L"|"
7,92 €"
351|Ventre plat 2 actions, cure de 2 semaines, complément alimentaire|Les 45 comprimés, 39g|[Origine : FRANCE, Nutri-soin Ventre Plat s'adresse aux femmes souhaitant améliorer leur tour de taille mais aussi limiter les sensations de ballonnement. Favorise la digestion., 1 comprimé à avaler avec un verre d'eau, avant les repas matin, midi et soir pendant 15 jours.  Réservé à l'adulte : ne pas laisser à la portée des jeunes enfants. Déconseillé aux femmes enceintes ou allaitantes Ne pas dépasser la dose journalière conseillée. A intégrer dans le cadre d'un régime alimentaire équilibré., Composition pour 3 comprimés : supports (cellulose, phosphate de calcium dibasique, maltodextrine, gomme arabique, carboxyméthylcellulose de sodium réticulée), extrait sec de racine de bardane (95.4mg), extrait sec de feuilles de maté (87mg), argileverte (60mg), extrait sec de graine de guarana (51.7mg), antiagglomérant : sels de magnésium d'acides gras, huile essentielle de fenouil (4mg). Enrobage : supports (E464, E570, E460, E466, E555, dextrine et dextrose de blé), colorants (E171, E120, E132), émulsifiant : lécithine de soja, correcteur d'acidité : E331c.]|"
0,18€ / Pce"|"
7,92 €"
352|Chrono minceur|La boite de 60 gélules|[Origine : FRANCE, Sa formule exclusive associé des actifs sélectionnés pour s'adapter aux phases biologiques du jour et de la nuit et favoriser le métabolisme des graisses, bénéfique à la silhouette., 2 gélules ivoire par jour à avaler le matin avec un grand verre d'eau. Nuit : 2 gélules vertes par jour à avaler le soir avec un grand verre d'eau. Programme de 15 jours renouvelable si nécessaire. Ne pas dépasser la dose journalière conseillée. Ne peut remplacer une alimentation équilibrée, variée et un mode de vie sain. Tenir hors de la portée des enfants. Une consommation excessive peut avoir des effets laxatifs. Présence de caféine : 2 gélules jour et 2 gélules nuit apportent 48,8 mg de caféine., INGREDIENTS d'1 gÍlule JOUR : NeOpuntiaÞ fluide (poudre brevetÍe du cactus de variÍtÍ Opuntia ficus indica : brevet PCT/FR02/01254) : 71,2%   gÍlatine (sulfites)   agent de charge : sorbitol   anti-agglomÍrant : sels de magnÍsium d'acides gras   colorants : dioxyde de titane, oxyde jaune de fer, indigo carmin - FD&C Blue 2   Chlorure de Chrome. NeOpuntiaÞ est une marque des Laboratoires BIO SERAE S.A. INGREDIENTS d'1 comprimÍ NUIT : agent de charge : sorbitol   tartrate de carnitine (27,5%)   agent d'enrobage : hydroxypropylmÍthylcellulose, anti-agglomÍrant : sels de magnÍsium d'acides gras   agent d'enrobage : acide stÍarique   agent de charge : cellulose microcristalline   colorants : dioxyde de titane, jaune de quinolÍine, bleu patentÍ V., Conserver dans une endroit frais et sec.]|"
0,15€ / Pce"|"
8,95 €"
353|Bronzage sublime, gélules à base de vitamines, minéraux et de plantes.|La boîte de 60 gélules|[Origine : FRANCE, Prépare et nourrit la peau. Active et prolonge le bronzage., 60 capsules = 1 mois. Prendre 2 capsules par jour. Débuter 2 semaines avant et continuer pendant toute l'exposition. Convient à tout type de peau. Il est recommandé de respecter la dose indiquée. Ne peut remplacer une alimentation variée et équilibrée et un mode de vie sain. Tenir hors de portée des jeunes enfants. Veiller à ne pas consommer simultanément des compléments alimentaires contenant du sélénium. Le produit ne peut pas convenir aux femmes enceintes, allaitantes et aux enfants. Ne remplace pas une crème solaire. N'évite pas les coups de soleil. Eviter l'exposition aux heures d'ensoleillement maximum. Les coups de soleil sont dangereux, surtout chez l'enfant. Utiliser des produits de protection solaire appropriés., Huile de pépins de raisins à 58% d'acides gras essentiels : 41,7%, gélatine, humectant : glycérol, vitamine C, épaississant : cire jaune d'abeille, huile de bourrache à 20% en GLA : 3,6%, minéral : oxyde de zinc, bêta-carotène (huile de maïs), eau, vitamine E, épaississant : silice colloïdale, minéral : gluconate de cuivre, huile de soja, colorant : oxyde de fer rouge, caroténoïdes de tomates, minéral : sélénate de sodium., A conserver dans un endroit frais et sec. Bien refermer après ouverture.]|"
0,13€ / Pce"|"
8,02 €"
354|Eclat de la peau, complément alimentaire à base d'onagre bourrache, 1 par jour|Les 40 capsules de 710mg|[Origine : FRANCE, Objectif : éclat de la peau. Aide à hydrater la peau. Préserve la peau du vieillissement naturel.L'association des huiles complémentaires d'Onagre et de Bourrache contribue à améliorer la souplesse et la résistance de l'épiderme. Elle participe à lutter contre le dessèchement cutané, ce qui aide à ralentir le processus de vieillissement de la peau. Les Laboratoires Vitarmonyl ont sélectionné des huiles d'onagre et de bourrache extraites de graines par première pression à froid car ce procédé defabrication permet de préserver au maximum les teneurs en acides gras., Programme : 40 jours. Prendre 1 capsule par jour le matin à avaler avec un verre d'eau, par période d'1 à 2 mois. A consommer dans le cadre d'une alimentation variée et équilibrée et d'un mode de vie sain. Il est conseillé de ne pas dépasser la doserecommandée. Garder hors de portée des enfants., Huile d'onagre, huile de bourrache, capsule (protéines de poisson hydrolysées, stabilisant : glycérol). Sans colorant ni arômes artificiels, sans conservateur, sans dérivé de lait, sans gluten, sans sel ni sucre ajouté., A conserver dans un endroit sec et frais.]|"
0,16€ / Pce"|"
6,48 €"
355|Top Levure|La boîte de 30 comprimés|[Origine : FRANCE, La formule originale de top levure permet d'apporter, en un seul comprimé par jour, 400mg de levure et 100% des apports journaliers recommandés en vitamine C, E et du groupe B.Cette association contribue ainsi à préserver la vitalité et l'éclat des cheveux, des ongles et de la peau. Les Laboratoires Vitarmonyl ont sélectionné pour Top Levure, deux sources de levures, bière et lait, pour encore plus d'efficacité., Programme : 1 mois. Prendre 1 comprimé par jour, à avaler le matin avec 1 verre d'eau. Une consommation excessive peut avoir des effets laxatifs. A consommer dans le cadre d'une alimentation variée et équilibrée et d'un mode de vie sain. Il est conseillé de ne pas dépasser la dose recommandée. Garder hors de portée des enfants., levure de bière, édulcorant : sorbitol, vitamine C, levure lactique, vitamines E, B3, anti-agglomérant : sels de magnésium d'acides gras d'origine végétale, vitamines B5, B6, B2, B1, B12, B9, B8. Ce produit est susceptible de contenir des traces de gluten. Complément alimentaire formulé sans : colorant ni arômes artificiels, sans conservateur, sans sel ni sucre ajouté., A conserver dans un endroit sec et frais.]|"
0,21€ / Pce"|"
6,17 €"
356|12 vitamines & 10 minéraux & 5 actifs, arôme fruits rouges.|La boîte de 20 comprimés bicouches|[Origine : FRANCE, Une formule ultra complète de 27 nutriments spécialement développée pour apporter en 1 seul comprimé : 12 vitamines, 10 minéraux et 5 actifs afin de cibler 2 actions complémentaires. Une action à court terme : des actifs pour apporter tonus et vitalité rapidement. Une action à long terme : des actifs pour renforcer les défenses naturelles., Chaque matin, dissoudre 1 comprimé effervescent dans un grand verre d'eau. Ne pas prendre à jeun. Programme de 20 jours à renouveler si nécessaire. Contient une source de phénylalanine. Ne peut remplacer une alimentation variée, équilibrée et un modede vie sain. Tenir hors de portée des jeunes enfants. Il est recommandé de respecter la dose indiquée. En cas d'antécédents cardiaques, prendre conseil auprès de votre médecin avant consommation., Acidifiants : acide citrique, carbonate de sodium, minéraux : carbonate de calcium, carbonate de magnésium, colorant : poudre de betterave, Taurine : 2,3%, vitamine C*, édulcorant, sorbitol, caféine : 1%, arôme cassis, extrait sec de Ginseng (racine): 0,7%, extrait sec d'Acérola (fruit) (maltodextrine) : 0,7%, édulcorant s : aspartame, acésulfame de potassium, minéral : iodure de potassium, vitamine PP*, minéraux : sulfate de fer, monohydrate de sulfate de zinc, vitamine E*, L-cartine-L-tartrate : 0,23%, vitamine B5*, minéraux : molybate de sodium (maltodextrine), sélénite de sodium, vitamine A (amidon, saccharose, stéarate de glycérol, dl-a-tocophérol), minéraux : chlorure de chrome, sulfate de manganèse, vitamine D3 (triglycérides, amidon, saccharose), vitamines B6*, B2*, B1*, édulcorant : néohespéridine DC, minéral : sulfate de cuivre, vitamines B9*, B8*, B12*. *Sur support dextrose., Conserver dans un endroit frais et sec.]|"
0,41€ / Pce"|"
8,13 €"
357|Comprimés tonifiant sexuel, gingembre.|Le flacon de 40 comprimés.|[Origine : FRANCE, Le Ginseng est reconnu pour ses propriétés de tonifiant sexuel naturel et aide à maintenir le bien-être intime du couple. Le Gingembre était au Moyen-âge, l'ingrédient principal de nombreuses potions érotiques. La Maca est une racine reconnue pour ses propriétés stimulantes, et est consommée par les hommes et les femmes afin de retrouver tonus et vigueur., 40 comprimés = 20 jours. Pour une utilisation continue : prendre 2 comprimés par jour avec un grand verre d'eau, de préférence le matin. A prendre pendant 20 jours renouvelables. Pour une utilisation ponctuelle : prendre 2 comprimés 2 heures avant lemoment souhaité. Il est recommandé de respecter les doses conseillées. Ne peut remplacer une alimentation variée, équilibrée et un mode de vie sain. Tenir hors de portée des enfants. Une consommation excessive peut avoir des effets laxatifs., Agent de charge : sorbitol, extrait de Maca (racine) : 17,3%, extrait de Ginseng (racine) : 5,4%, extrait de Gingembre (rhizome) : 1,2%, anti-agglomérant : sels de magnésium d'acides gras. Sans conservateur. Sans colorant., A conserver dans un endroit frais et sec.]|"
0,17€ / Pce"|"
6,95 €"
358|Magn{sium & vitamines B6, B2, B1, nouvelle formule, nouveau goût,arôme naturel orange, sans sucres.|La boîte de 30 comprim{s|[Origine : FRANCE, Soumis à une activité intense, vous êtes sujet à la fatigue et au surmenage. Vos besoins nutritionnels sont alors accrus en Magnésium et Vitamine B6. Le Magnésium est naturellement présent dans vos cellules. Il est indispensable à la transmission del'influx nerveux et au fonctionnement neuromusculaire. Les vitamines B6 et B2 participent au bon fonctionnement des systèmes nerveux et cérébral. Chaque comprimé vous apporte 100% de vos besoins quotidiens en Magnésium, Vitamines B6 et B2., Chaque matin, un comprimé effervescent dans un verre d'eau vous aidera à passer une journée détendue. Pour un enfant entre 3 et 12 ans, un demi comprimé suffit. Un léger dépôt au fond du verre est normal.   Ne peut remplacer une alimentation variée.Il est recommandé de ne pas dépasser la quantité conseillée. Une consommation excessive peut avoir des effets laxatifs. Conserver dans un endroit frais et sec. Tenir hors de portée jeunes enfants., Agent de charge : Sorbitol, Minéral : Oxyde de Magnésium, Acidifiant : Acide citrique, Poudre à lever : Bicarbonate de soude, Support Polyéthylène glycol, Arôme mandarine, Support : Phosphate tricalcique, Arôme orange, Edulcorant : Saccharinate de sodium, Vitamines B6, B2.]|"
0,19€ / Pce"|"
5,76 €"
359|Magnésium & vitamine B6, comprimés à avaler, système nerveux|La boîte de 45 comprimés, 33.1g|[Origine : FRANCE, Magnésium + Vitamine B6 de Juvamine vous apporte en un seul comprimé 100% de votre besoin quotidien en magnésium et en vitamine B6.La vitamine B6 a une action complémentaire de celle du magnésium et participe au bon fonctionnement du système nerveux., Prendre 1 comprimé par jour, à avaler sans croquer, en buvant un grand verre d'eau. Ne peut remplacer une alimentation variée et équilibrée et un mode de vie sain. Il est recommandé de respecter les doses conseillées. Une consommation excessive peutavoir des effets laxatifs. Tenir hors de portée des jeunes enfants., Minéral : oxyde de magnésium, agent de charge : sorbitol, amidon de maïs, anti-agglomérant : stéarate de magnésium, vitamine B6., Conserver dans un endroit frais et sec.]|"
0,15€ / Pce"|"
6,95 €"
360|Multivitamines, Solaire|La boite de 45gélules|[Origine : FRANCE, Les Laboratoires Juvamine ont élaboré une formule complète qui concentre en deux gélules les micronutriments essentiels pour apporter les vitamines et minéraux dont la peau a le plus besoin. La formule Solaire des Laboratoires Juvamine est riche en vitamines, minéraux et actif spécifique et contribue à : préparer l'exposition au soleil, maintenir la santé de la peau, protéger les cellules du stress oxydatif. La formule Solaire des Laboratoires Juvamine est une solution complète et équilibrée pour maintenir la peau en pleine santé., Gélules à avaler. 3 semaines. 2 par jour. Une consommation excessive peut avoir des effets laxatifs. Ne pas dépasser la dose journalière conseillée. Ne peut remplacer une alimentation variée et un mode de vie sain. Tenir hors de portée des jeunes enfants. Ne pas prendre à jeun. Ne remplace pas une crème solaire. N'évite pas les coups de soleil. Eviter l'exposition aux heures d'ensoleillement maximum. Les coups de soleil sont dangereux, surtout chez l'enfant. Utiliser des produits de protection solaire appropriés., Agent de charge : sorbitol, gélule : gélatine, poudre d'huile de bourrache  (gélatine, maltodextrine, dl-a-tocopherols, palmitate d'ascorbyle) : 10,7%, bêta-carotène (amidon de maïs, gélatine, saccharose, di-a-tocophérols, palmitate d'ascorbyle), minéral : sulfate de zinc, vitamine E (dl-a-tocopheryl acétate, maltodextrine, amidon de maïs, dioxyde de silicium), minéral : gluconate de cuivre, antiagglomérant : sels de magnésium d'acides gras, colorants : dioxyde de titane, oxyde de  fer jaune, vitamine A (gélatine, amidon de maïs, sucre, hydroxytoluene butyle), colorant : oxyde de fer rouge., Conserver dans un endroit frais et sec.]|"
0,17€ / Pce"|"
7,71 €"
361|Vitamine C & calcium & vitamine D, nouvelle formule, arôme orangesanguine, sans sucres.|La boîte de 30 comprim{s, 78.6g|[Origine : FRANCE, Chaque jour 1 comprimé de vitamine C + Calcium Juvamine Fizz, vous apporte 200% de vos besoins en vitamine C et 20% de votre besoin en calcium. Faites les plein d'énergie dès le réveil., Chaque matin, un comprimé effervescent dans un verre d'eau. Ne peut remplacer une alimentation variée, équilibrée et un mode de vie sain. Il est recommandé de respecter les quantités conseillées. Une consommation excessive peut avoir des effets laxatifs. Tenir hors de portée des jeunes enfants. Le colorant E110 peut entraîner des effets indésirables sur l'activité et l'attention des enfants., Acidifiant : acide citrique, agent de charge : sorbitol, poudre à lever : carbonate acide de sodium, minéral : phosphate tricalcique, vitamine C, support : polyéthylène glycol, arôme orange sanguine, édulcorant : saccharinate de sodium, colorant jaune orangé : E110., Conserver dans un endroit frais et sec.]|"
0,19€ / Pce"|"
5,76 €"
362|Vitamine C en comprimés à croquer, arôme naturel orange, sans sucre|Les 30 comprimés|"[Origine : FRANCE, Juvamine a conçu spécialement cette formule ""sans sucre"" pour vous apporter chaque jour la ""bonne dose"" et couvrir tous vos besoins en vitamines C, même quand ils sont augmentés par votre mode de vie (surcharge de travail, cigarette, sport )., Chaque matin, un comprimé à croquer ou à sucer vous apporte le tonus nécessaire à toute la journée. Ne peut remplacer une alimentation variée et riche en vitamines.  Ne pas laisser à la portée des enfants; Une consommation excessive peut avoir des effets laxatifs; Respecter le mode d'emploi, Agent de charge : sorbitol, édulcorant : xylitol, vitamine C, antiagglomérant : stéarate de magnésium, arômes citron et orange., à conserver dans un endroit sec et frais]"|"
0,14€ / Pce"|"
4,11 €"
363|Complément alimentaire à base d'extraits de plantes, v           itamines C et acides aminés.|La boîte de 10 ampoules de 10ml|[Origine : FRANCE]|"
0,90€ / Pce"|"
7,20 €"
364|Ginseng.|La boîte de 40 capsules|[Origine : FRANCE, Utile en cas de fatigue passagère, de stress ou de surmenage, le ginseng contient des ginsénosides qui exercent une action tonique et dynamisante sur l'ensemble de l'organisme., Programme 40 jours. Prendre 1 capsule par jour le matin, à avaler avec un verre d'eau. Le programme Ginseng des Laboratoires Vitarmonyl est conseillé sur une période d'1 à 2 mois, 1 à 2 fois par an. A consommer dans le cadre d'une alimentation variéeet équilibrée et d'un mode de vie sain. Il est conseillé de ne pas dépasser la dose recommandée. Garder hors de portée des enfants., Huile de soja, capsule (gélatine de poisson, stabilisant : glycérol), extrait de ginseng (Panax ginseng meyer), anti agglomérant : dioxyde de silicium, émulsifiant : lécithine de soja. Sans colorant ni arôme artificiels, sans conservateur, sans dérivé de lait, sans gluten, sans sel ni sucres ajoutés, A conserver dans un endroit sec et frais.]|"
0,15€ / Pce"|"
7,36 €"
365|Huile de foie de morue|La boite de 60 capsules|[Origine : FRANCE, Aide à renforcer l'organisme et maintenir les défenses naturelles., Prendre 2 capsules par jour le matin, à avaler avec un verre d'eau au milieu du repas. Le programme huile de foie de morue des Laboratoires Vitarmonyl est conseillé sur une période d'1 à 2 mois, 1 à 2 fois par an. Il est recommandé de ne pas consommer en même temps d'autres produits contenant de la vitamine A. A consommer dans le cadre d'une alimentation variée et équilibrée et d'un mode de vie sain. Il est conseillé de ne pas dépasser la dose recommandée. Garder hors de portée des enfants., A conserver dans un sec et frais.]|"
0,13€ / Pce"|"
7,92 €"
366|Remise en forme aux extraits de plantes, ginseng, gingembre et guarana|La boite de 10 ampoules|[Origine : FRANCE, Ginsaforce aide à améliorer les performances, à recharger les batteries et à retrouver tonus et vitalité durablement., Prendre 1 ampoule par jour de préférence le matin diluée dans 1/2 verre d'eau ou de jus de fruits. Agiter l'ampoule avant l'emploi. Programme de 20 jours en phase d'attaque lorsque l'organisme est fatigué ou quand il est particulièrement sollicité. Programme de 10 jours en phase d'entretien pour garder la forme. Peut se renouveler régulièrement. Il est conseillé de consommer ce complément dans le cadre d'une alimentation variée et équilibrée et d'un mode de vie sain, et de ne pas dépasser la dose recommandée. Garder hors de la portée des enfants. Ginsaforce est réservé à l'adulte. Déconseillé aux femmes enceintes ou qui allaitent., A conserver dans un endroit frais et sec.]|"
0,70€ / Pce"|"
6,99 €"
367|Les bienfaits naturels des plantes, infusion ventre plat-digestion, menthe/fucus/réglisse|La boîte de 20 sachets|[Origine : FRANCE, Cette synergie de 3 plantes, délicieusement aromatisée à la menthe, aide à limiter les inconforts digestifs tels que les ballonnements et à favoriser le transit, de façon 100% naturelle., Pour profiter pleinement des vertus des plantes, laisser infuser 10 minutes dans de l'eau préalablement portée à ébullition. Consommer 1 à 3 tasses par jour, tout au long de la journée., Feuille de menthe poivrée 45%, thalle de fucus 42%, racine de réglisse 13%., A conserver à l'abri de la chaleur et de l'humidité.]|"
0,17€ / Pce"|"
3,49 €"
368|Aide transit, rhubarbe.|La boîte de 100 comprimés|[Origine : FRANCE, Confort intestinal : pour une action complète en douceur, Juvamine Phyto a associé à la Rhubarbe une sélection de plantes traditionnellement recommandées pour le maintien du confort intestinal. Les compléments alimentaires Juvamine Phyto sont conçuspour vous aider à retrouver votre bien-être, grâce à des actifs naturels aux vertus reconnues., A avaler sans croquer avec un verre d'eau. Commencer par 1 comprimé par jour et augmenter jusqu'à 3 comprimés uniquement si le besoin s'en fait sentir. Ce produit est recommandé en prise ponctuelle et non constamment. Ne pas dépasser 8 à 10 jours deprise. Déconseillé aux enfants et aux femmes enceintes ou allaitantes. Il est recommandé de respecter les doses conseillées. Ne peut remplacer une alimentation variée, équilibrée et un mode de vie sain. Tenir hors de portée des jeunes enfants., Rhubarbe (racine) : 55%, réglisse (racines), guimauve (racines), agent de charge : cellulose, artichaut (bractées) (support : maltodextrine), dextrine de pomme de terre, amidon de riz, anti-agglomérants : talc, sels de magnésium d'acides gras. Sans conservateur, sans colorant, sans gélatine., A conserver dans un endroit frais et sec.]|"
0,08€ / Pce"|"
7,51 €"
369|Gélules radis noir, digestion.|La boîte de 30 gélules|[Origine : FRANCE, Aide à éliminer les déchets et les toxines, améliorer le fonctionnement digestif., Programme : 1 mois. Prendre 1 gélule par jour le matin, au cours du repas à avaler avec un grand verre d'eau. Le Radis noir est à prendre en programme détoxifiant pendant 1 mois, par exemple lors des changements de saison, après une période d'excès ou en début de régime. A consommer dans le cadre d'une alimentation variée et équilibrée et d'un mode de vie sain. Il est conseillé de ne pas dépasser la dose recommandée. Garder hors de portée des enfants., Extraits de radis noir (raphanus sativus, maltodextrine), gélule (gélatine de poisson), maltodextrine, anti-agglomérants : dioxyde de silicium, sels de magnésium d'acides gras. Sans colorant ni arôme artificiels, sans conservateur, sans dérivé de lait, sans gluten, sans sel ni sucre ajouté., A conserver dans un endroit frais et sec.]|"
0,22€ / Pce"|"
6,64 €"
370|Transit, complément alimentaire séné tamarin.|La boîte de 30 gélules|[Origine : FRANCE, Les Laboratoires Vitarmonyl ont élaboré une formule intégrant ces deux actifs 100% d'origine naturelle pour une action optimale. Aide à stimuler le transit. Originaires d'Afrique et d'Asie le séné et le tamarin sont connus pour leur action sur le transit intestinal., Programme : 5 jours. Prendre 2 gélules par jour, le soir au coucher de préférence, à avaler avec un grand verre d'eau. Ne pas dépasser 5 jours consécutifs de prise. Le programme Séné Tamarin des Laboratoires Vitarmonyl peut être renouvelé en cas de besoin plusieurs fois dans l'année. Ne convient pas au moins de 12 ans. Consultez votre médecin en cas de grossesse ou d'allaitement. Pas d'utilisation prolongée sans avis d'un spécialiste. A consommer dans le cadre d'une alimentation variée et équilibrée et d'un mode de vie sain. Il est conseillé de ne pas dépasser la dose recommandée. Garder hors de portée des enfants., Extrait de séné, extrait de tamarin, gélule (gélatine de poisson), maltodextrine, agent de charge, cellulose, anti-agglomérant : sels de magnésium d'acides gras. Sans colorant ni arôme artificiels, sans conservateur, sans dérivé de lait, sans gluten,sans sel ni sucre ajouté., A conserver dans un endroit sec et frais.]|"
0,22€ / Pce"|"
6,64 €"
